Mean R, Mean G, Mean B
162.72713310580204,190.18976109215018,189.16860068259385
Stdev R, Stdev G, Stdev B
3.929469604331015,2.867345446365566,2.754438630938005
Median R, Median G, Median B
162.0,190.0,189.0

R, G, B
164,190,187
168,192,188
172,194,190
177,196,191
181,197,192
166,194,193
164,193,193
163,192,192
163,192,191
164,192,191
166,193,191
167,193,190
166,192,189
165,191,188
164,191,188
165,193,190
166,194,192
166,194,192
164,192,191
162,190,189
161,189,187
160,188,187
160,188,187
160,188,187
160,188,186
160,188,186
160,188,187
160,188,187
160,188,187
161,189,188
162,190,190
163,191,192
164,192,193
163,191,192
162,190,191
161,189,190
161,189,190
161,189,190
161,189,190
161,189,190
161,189,190
160,188,189
160,188,189
160,188,189
160,188,189
160,188,189
160,188,189
160,188,189
159,187,188
158,186,187
158,186,187
159,187,188
160,188,189
160,188,189
160,188,189
159,187,188
160,188,189
161,189,190
161,189,190
161,189,190
160,188,189
159,188,189
158,187,188
157,187,187
157,187,187
158,188,188
159,189,189
160,189,190
160,189,190
160,189,189
160,189,189
160,189,189
160,189,189
160,189,190
160,189,190
160,189,189
159,189,189
159,188,188
159,188,187
160,189,188
161,190,188
163,191,188
164,191,188
168,192,188
172,194,190
177,196,192
181,198,193
165,193,191
164,192,192
164,192,192
164,192,192
165,192,191
165,191,190
165,191,189
164,191,188
164,191,188
165,192,189
166,192,191
166,193,191
165,192,191
164,191,190
163,190,189
163,190,188
162,189,188
162,189,188
162,189,187
161,188,187
161,188,186
161,188,186
161,188,187
161,188,187
161,189,188
162,190,190
163,191,191
163,191,192
163,191,192
162,190,191
162,190,191
161,189,190
161,189,190
161,189,190
160,188,189
160,188,189
160,188,189
160,188,189
160,188,189
160,188,189
160,188,189
160,188,189
160,188,189
159,187,188
158,186,187
158,186,187
159,187,188
160,188,189
160,188,189
159,187,188
159,187,188
160,188,189
160,188,189
161,189,190
161,189,190
160,188,189
159,187,188
158,187,188
158,186,187
158,187,188
160,188,189
161,190,190
162,190,191
161,190,191
161,190,190
161,189,190
160,189,190
160,189,189
160,188,189
160,188,189
160,188,189
160,188,189
160,188,189
160,189,189
161,190,189
162,190,189
162,190,188
164,191,188
168,192,189
172,194,190
176,196,192
181,198,193
163,191,190
164,192,192
165,192,193
166,193,193
165,192,192
164,191,190
163,190,188
162,190,188
163,191,189
165,192,190
166,192,191
166,192,191
165,191,190
164,190,189
164,190,189
164,190,189
164,190,189
164,190,189
163,189,188
163,189,188
162,188,187
162,188,187
162,188,187
162,189,188
162,189,189
162,190,190
162,190,190
162,190,191
162,190,191
163,191,192
162,190,191
161,189,190
161,189,190
160,188,189
160,188,189
160,188,189
160,188,189
159,187,188
159,187,188
160,188,189
160,188,189
161,189,190
161,189,190
160,188,189
159,187,188
158,186,187
158,186,187
158,186,187
159,187,188
160,188,189
160,188,189
160,188,189
161,189,190
160,188,189
160,188,189
160,188,189
160,188,189
160,188,189
161,189,190
161,190,190
162,191,192
163,191,192
163,191,192
162,191,192
162,190,191
161,189,190
161,189,190
160,188,189
159,188,189
159,187,188
159,187,188
159,187,188
160,188,189
161,189,189
161,190,190
161,190,189
162,190,188
164,191,188
168,192,189
172,194,191
176,195,191
180,197,192
162,190,189
164,192,192
166,193,194
167,193,194
166,192,192
164,190,190
162,189,187
161,189,187
163,190,189
165,192,191
166,192,191
165,191,190
164,190,189
164,190,189
165,191,190
165,191,190
165,191,190
165,191,190
164,190,189
163,189,188
163,189,188
162,188,187
162,188,187
163,189,188
163,190,189
162,190,190
161,189,190
161,189,190
162,190,191
163,191,192
163,191,192
162,190,191
161,189,190
160,188,189
160,188,189
160,188,189
160,188,189
160,188,189
160,188,189
160,188,189
160,188,189
161,189,190
162,190,191
162,190,191
161,189,190
159,187,188
157,185,186
157,185,186
159,187,188
160,188,189
161,189,190
161,189,190
161,189,190
160,188,189
159,187,188
159,187,188
160,188,189
162,190,191
163,191,192
164,192,193
165,193,194
164,192,193
163,191,192
163,191,192
162,190,191
161,189,190
161,189,190
160,188,189
160,188,189
159,187,188
159,187,188
159,187,188
160,188,189
161,189,190
161,189,189
161,189,188
162,189,187
164,190,188
168,192,189
172,194,190
175,195,191
179,196,191
163,191,190
165,193,193
167,195,195
168,194,195
166,192,193
163,190,189
161,188,187
161,189,187
162,190,189
165,191,190
165,192,191
165,191,190
164,190,189
164,190,189
165,191,190
166,192,191
167,193,192
166,192,191
165,191,190
164,190,189
163,189,188
162,188,187
162,188,187
163,189,188
163,190,189
162,190,190
161,189,190
161,189,190
162,190,191
163,191,192
164,192,193
163,191,192
162,190,191
161,189,190
161,189,190
161,189,190
161,189,190
161,189,190
161,189,190
160,188,189
161,189,190
162,190,191
162,190,191
163,191,192
162,190,191
160,188,189
157,185,186
157,185,186
159,187,188
160,188,189
161,189,190
160,188,189
160,188,189
160,188,189
159,187,188
159,187,188
160,188,189
162,190,191
164,192,193
165,193,194
164,192,193
163,191,192
162,190,191
162,190,191
161,189,190
161,189,190
161,189,190
161,189,190
160,188,189
160,188,189
159,187,188
159,187,188
160,188,189
160,188,189
161,189,189
161,189,188
162,190,187
164,190,188
167,192,189
171,193,190
175,195,191
178,196,191
164,192,191
166,194,194
168,195,196
168,195,196
167,193,193
164,190,190
161,188,187
161,189,187
162,190,188
164,191,189
165,191,190
165,191,190
165,191,190
165,191,190
166,192,191
167,193,192
168,194,193
167,193,192
166,192,191
164,190,189
163,189,188
162,188,187
162,188,187
163,189,188
163,190,189
162,190,190
162,189,190
162,190,190
162,190,191
163,192,192
164,192,193
164,192,193
163,191,192
163,191,192
163,191,192
163,191,192
162,190,191
162,190,191
161,189,190
161,189,190
161,189,190
162,190,191
162,191,191
163,191,192
163,191,192
161,189,190
158,186,187
158,186,187
159,187,188
160,188,189
159,187,188
159,187,188
160,188,188
160,188,189
160,188,188
159,188,188
160,188,189
161,189,190
162,190,191
163,191,192
162,190,191
161,189,190
160,188,189
160,188,189
160,188,189
160,188,189
160,188,189
161,189,190
161,189,190
161,189,190
160,188,189
160,188,189
159,187,188
160,188,189
161,189,189
161,190,189
162,190,188
164,190,187
166,191,188
170,192,189
174,194,190
178,196,191
165,192,191
166,194,194
168,195,196
168,195,196
167,193,194
165,191,191
163,190,188
162,190,188
162,190,188
163,190,189
165,191,190
166,192,191
166,192,191
166,192,191
167,193,192
167,193,192
168,194,193
168,194,193
166,192,191
165,191,190
163,189,188
163,189,188
163,189,188
163,190,189
163,190,189
162,190,190
162,190,190
162,190,190
163,191,191
163,192,192
164,192,192
164,192,193
164,193,193
164,193,193
164,193,193
164,192,192
163,192,192
162,191,191
162,190,190
161,189,189
161,189,189
161,190,190
162,190,191
163,191,191
162,191,191
161,189,189
159,187,187
159,187,187
159,187,187
159,187,187
158,187,187
158,186,187
159,187,187
159,188,188
160,188,188
159,188,188
160,188,188
160,188,189
161,189,190
161,189,190
160,188,189
160,188,189
159,187,188
159,187,188
159,187,188
159,187,188
159,187,188
160,188,189
160,188,189
160,188,189
160,188,189
159,187,188
159,187,188
159,187,188
160,188,188
162,190,189
163,191,189
164,190,187
165,190,187
168,191,187
173,193,189
177,195,190
164,192,191
165,193,193
166,194,195
167,194,195
167,193,193
165,192,191
164,191,189
163,191,189
163,191,189
164,191,189
165,192,190
167,193,192
168,194,193
168,194,193
168,194,193
168,194,193
169,195,194
169,195,194
168,194,193
166,192,191
165,191,190
165,191,190
165,191,190
165,191,190
163,190,189
162,190,189
162,191,190
163,191,190
163,192,190
163,192,191
163,192,191
164,193,192
165,194,192
165,194,193
165,194,193
165,193,192
163,192,191
162,191,190
161,190,189
161,189,188
161,189,188
161,190,189
162,190,189
162,191,190
161,190,189
160,189,188
159,188,187
159,188,187
159,188,187
159,187,186
158,187,186
158,186,185
158,187,186
158,187,186
159,187,186
159,188,187
160,188,188
160,188,188
160,188,188
159,187,188
160,188,189
160,188,189
160,188,189
159,187,188
159,187,188
159,187,188
159,187,188
159,187,188
159,187,188
159,187,188
158,186,187
158,186,187
158,186,187
158,186,187
160,188,188
162,190,189
163,191,189
164,190,188
165,189,186
167,189,186
171,191,187
175,193,188
164,191,190
164,192,192
165,193,194
166,193,194
166,192,193
165,191,191
164,191,190
164,192,190
164,192,190
165,192,191
167,193,192
169,195,194
170,196,195
169,195,194
168,194,193
168,194,193
169,195,194
170,196,195
169,195,194
168,194,193
167,193,192
167,193,192
167,193,192
166,192,191
164,191,190
163,191,189
162,191,189
163,192,190
163,192,190
163,192,190
163,192,190
164,193,191
165,194,192
166,195,193
166,195,193
165,194,192
163,192,190
162,191,189
161,190,188
161,190,188
161,190,188
161,190,188
162,191,189
161,190,189
161,190,188
160,189,188
160,189,187
159,188,186
159,188,186
159,188,186
158,187,185
158,187,185
158,187,185
158,187,185
158,187,185
159,188,186
160,188,187
160,188,188
159,188,188
160,188,189
160,188,189
161,189,190
160,188,189
160,188,189
159,187,188
159,187,188
158,186,187
158,186,187
158,186,187
157,185,186
157,185,186
157,185,186
158,186,187
158,186,187
159,188,188
161,190,189
163,191,189
164,191,188
165,189,186
166,188,185
169,189,185
174,191,186
179,194,188
164,192,191
164,192,192
165,193,193
166,193,194
166,192,192
165,191,191
165,192,190
165,193,191
166,193,192
167,194,192
168,194,193
169,195,194
169,195,194
168,194,193
168,194,193
168,194,193
170,196,195
171,197,196
170,196,195
169,195,194
169,195,194
169,195,194
169,195,194
167,193,192
165,192,190
163,191,190
163,192,190
163,192,190
163,192,190
163,192,190
164,193,191
164,193,191
165,194,192
165,194,192
165,194,192
164,193,191
162,191,189
161,190,188
161,190,188
161,190,188
161,190,188
162,191,189
162,191,189
162,191,189
161,190,188
161,190,188
160,189,187
160,189,187
159,188,186
159,188,186
159,188,186
158,187,185
158,187,185
158,187,185
158,187,185
159,188,186
160,189,188
160,189,189
160,188,189
160,188,189
161,189,190
161,189,190
161,189,190
160,188,189
159,187,188
159,187,188
158,186,187
158,186,187
157,185,186
157,185,186
157,185,186
158,186,187
159,187,188
159,187,188
160,188,188
161,190,189
163,191,189
164,190,188
165,189,186
165,188,184
168,188,184
173,190,185
179,193,188
164,192,191
164,192,192
165,192,193
166,192,193
166,192,192
166,192,191
165,192,191
166,194,192
167,195,193
168,195,193
169,195,194
169,195,194
168,194,193
168,194,193
169,195,194
170,196,195
172,198,197
172,198,197
171,197,196
170,196,195
169,195,194
169,195,194
169,195,194
167,193,192
165,192,191
164,192,190
164,192,190
164,193,191
164,193,191
164,193,191
164,193,191
164,193,191
164,193,191
164,193,191
164,193,191
163,192,190
162,191,189
161,190,188
161,190,188
161,190,188
162,191,189
162,191,189
162,191,189
162,191,189
162,191,189
161,190,188
161,190,188
160,189,187
159,188,186
159,188,186
159,188,186
159,188,186
158,187,185
159,188,186
159,188,186
160,189,187
161,189,188
161,189,189
160,188,189
160,188,189
161,189,190
162,190,191
161,189,190
160,188,189
159,187,188
159,187,188
158,186,187
158,186,187
158,186,187
157,185,186
157,185,186
158,186,187
159,187,188
160,188,188
160,189,189
161,190,189
162,190,188
163,190,187
164,189,186
165,187,184
168,188,184
173,190,185
179,194,188
165,193,192
164,192,192
164,192,193
165,192,193
166,192,192
166,192,192
166,193,192
167,195,193
168,196,194
168,195,194
168,194,193
168,194,193
168,194,193
169,195,194
171,197,196
173,199,198
174,200,199
174,200,199
172,198,197
170,196,195
169,195,194
168,194,193
168,194,193
167,193,192
165,192,191
165,193,191
164,193,191
165,194,192
165,194,192
165,194,192
165,194,192
165,194,192
165,194,192
164,193,191
163,192,190
162,191,189
161,190,188
161,190,188
161,190,188
162,191,189
162,191,189
162,191,189
162,191,189
162,191,189
161,190,188
161,190,188
160,189,187
160,189,187
159,188,186
159,188,186
159,188,186
159,188,186
159,188,186
160,189,187
160,189,187
161,190,188
161,190,189
161,189,190
161,189,190
161,189,190
162,190,191
162,190,191
161,189,190
160,188,189
159,187,188
159,187,188
159,187,188
158,186,187
158,186,187
158,186,187
157,185,186
158,186,187
159,187,188
160,188,188
160,188,188
160,189,188
161,189,187
162,188,186
163,187,184
164,187,183
167,187,183
173,190,186
179,194,188
185,198,191
165,193,192
164,192,192
164,191,192
165,191,192
165,192,192
166,192,192
167,194,193
167,195,193
168,196,194
169,196,194
169,195,194
168,194,193
168,194,193
170,196,195
172,198,197
174,200,199
175,201,200
175,201,200
172,198,197
170,196,195
168,194,193
167,193,192
167,193,192
167,193,192
166,193,192
165,193,192
165,194,192
166,195,193
166,195,193
166,195,193
166,195,193
166,195,193
165,194,192
164,193,191
162,191,189
161,190,188
161,190,188
161,190,188
161,190,188
161,190,188
161,190,188
161,190,188
161,190,188
161,190,188
160,189,187
160,189,187
159,188,186
159,188,186
159,188,186
159,188,186
159,188,186
159,188,186
160,189,187
161,190,188
162,191,189
162,191,189
162,191,190
162,190,190
162,190,191
162,190,191
163,191,192
163,191,192
161,189,190
160,188,189
160,188,189
159,187,188
159,187,188
159,187,188
158,186,187
158,186,187
157,185,186
158,186,187
158,186,187
159,187,188
159,187,187
158,187,186
159,187,184
160,186,183
161,186,183
163,185,182
167,187,183
173,190,186
180,195,189
186,198,191
165,193,192
164,192,192
163,191,192
164,191,191
165,191,192
166,192,192
167,194,193
167,195,193
168,195,194
169,196,195
169,196,194
169,195,194
170,196,195
171,197,196
173,199,198
174,200,199
174,200,199
174,200,199
172,198,197
169,195,194
167,193,192
167,193,192
167,193,192
167,193,192
167,194,192
166,194,193
166,195,193
166,195,193
166,195,193
166,195,193
166,195,193
165,194,192
165,194,192
163,192,190
162,191,189
160,189,187
160,189,187
161,190,188
161,190,188
161,190,188
160,189,187
160,189,187
160,189,187
160,189,187
159,188,186
159,188,186
158,187,185
158,187,185
158,187,185
158,187,185
159,188,186
160,189,187
161,190,188
162,191,189
162,191,189
163,192,190
163,191,190
162,191,191
163,191,192
163,191,192
163,191,192
163,191,192
162,190,191
161,189,190
160,188,189
160,188,189
159,187,188
159,187,188
159,187,188
158,186,187
158,186,187
157,185,186
157,185,186
158,186,187
157,186,186
156,185,184
156,184,182
158,184,181
160,184,181
162,185,181
167,186,182
173,190,186
180,195,189
186,198,191
166,194,193
164,192,193
163,191,192
163,190,191
164,191,191
166,192,192
167,194,192
167,194,193
167,195,193
169,196,195
170,196,195
170,196,195
170,196,195
171,197,196
172,198,197
172,198,197
172,198,197
172,198,197
170,196,195
168,194,193
167,193,192
166,192,191
167,193,192
167,193,192
167,194,193
166,194,192
166,195,192
166,195,193
166,195,193
166,195,192
165,194,192
164,193,191
163,192,190
162,191,189
161,190,187
160,189,186
160,189,186
160,189,187
161,190,187
160,189,187
160,189,186
159,188,186
159,188,186
159,188,185
158,187,185
158,187,184
157,186,184
157,186,183
157,186,184
158,187,184
159,188,186
161,190,187
162,191,188
163,192,189
163,192,189
162,191,189
162,191,190
162,191,191
163,191,191
163,191,192
162,190,191
162,190,191
161,189,190
160,188,189
160,188,189
160,188,189
159,187,188
159,187,188
160,188,189
159,187,188
158,186,187
157,185,186
157,185,186
157,185,186
156,185,185
155,184,183
155,183,181
157,184,181
160,184,181
162,185,181
167,186,183
173,190,186
180,195,189
185,198,191
167,194,193
165,193,193
164,191,192
163,190,190
164,190,190
166,192,191
167,194,192
167,195,193
167,195,193
169,195,194
169,196,195
170,196,195
170,196,195
171,197,196
171,197,196
171,197,196
170,196,195
170,196,195
169,195,194
167,193,192
166,192,191
166,192,191
166,192,191
167,193,192
167,193,192
166,194,191
165,194,191
166,195,191
166,195,191
165,194,191
164,193,190
163,192,189
162,191,188
161,190,187
160,189,186
160,189,185
160,189,185
160,189,186
160,189,186
160,189,186
160,189,185
159,188,185
159,188,184
158,187,184
158,187,183
157,186,183
157,186,183
157,186,182
157,186,183
158,187,183
159,188,185
161,190,187
163,192,189
163,192,189
163,192,189
162,191,188
161,190,188
161,190,189
162,190,190
161,190,190
161,189,190
160,188,189
159,187,188
159,187,188
159,187,188
159,187,188
159,187,188
160,188,189
160,188,189
160,188,189
159,187,188
158,186,187
158,186,187
157,185,186
156,185,185
156,184,183
156,184,182
158,185,182
161,185,182
163,185,182
167,187,183
173,190,186
180,194,189
168,194,193
166,193,194
164,192,192
164,191,191
164,191,191
166,193,192
167,195,193
167,195,193
167,195,193
168,195,193
169,195,194
169,195,194
170,196,195
170,196,195
170,196,195
170,196,195
169,195,194
168,194,193
168,194,193
167,193,192
166,192,191
166,192,191
166,192,191
166,192,191
165,192,191
165,193,190
164,193,190
164,193,190
164,193,190
164,193,189
163,192,188
162,191,187
161,190,187
161,190,187
160,189,186
159,188,185
159,188,185
160,189,185
160,189,186
160,189,186
160,189,185
159,188,185
158,187,184
158,187,183
157,186,183
157,186,183
157,186,182
157,186,182
157,186,183
158,187,183
159,188,185
161,190,187
163,192,189
163,192,189
163,192,188
161,190,188
161,190,187
161,189,188
161,189,189
160,188,188
159,187,188
158,186,187
158,186,187
158,186,187
158,186,187
159,187,188
159,187,188
159,187,188
160,188,189
160,188,189
160,188,188
159,188,188
159,187,187
158,186,187
158,186,186
158,186,185
159,186,185
160,186,185
162,186,184
164,186,183
167,187,184
173,190,186
179,194,189
169,193,193
167,193,193
166,192,193
165,192,192
165,193,192
167,195,193
167,195,193
166,195,192
166,194,191
167,194,192
168,194,193
169,195,194
169,195,194
169,195,194
169,195,194
169,195,194
168,194,193
167,193,192
167,193,192
167,193,192
167,193,192
166,192,191
165,191,190
165,191,190
164,191,190
163,191,189
163,192,189
163,192,189
163,192,189
163,192,189
162,191,188
162,191,188
162,191,189
163,192,189
161,190,188
159,188,186
158,187,185
159,188,185
160,189,186
160,189,187
160,189,186
159,188,185
158,187,185
158,187,184
157,186,184
157,186,183
157,186,183
157,186,183
157,186,183
157,186,184
159,188,185
161,190,187
162,191,188
163,192,189
162,191,189
161,190,188
161,190,188
161,190,188
160,189,188
160,188,187
159,187,187
158,186,187
158,186,187
158,186,187
158,186,187
158,186,187
159,187,188
159,187,188
159,187,188
160,188,188
160,188,188
160,189,188
160,188,188
159,187,188
159,187,187
160,187,187
161,187,187
162,187,186
163,186,185
164,186,184
168,187,184
174,190,187
179,193,189
170,193,193
168,193,193
166,193,193
166,194,193
167,195,193
168,196,193
167,196,192
166,194,191
165,193,190
166,192,191
167,193,192
168,194,193
168,194,193
168,194,193
168,194,193
168,194,193
167,193,192
166,192,191
166,192,191
167,193,192
167,193,192
166,192,191
165,191,190
164,190,189
163,190,189
163,191,189
162,191,189
162,191,189
162,191,189
162,191,189
161,190,188
162,191,189
163,192,190
164,193,191
162,191,189
159,188,186
158,187,185
159,188,185
160,189,187
161,190,188
161,190,188
160,189,187
159,188,186
159,188,186
158,187,185
158,187,185
158,187,184
157,186,184
157,186,184
158,187,185
159,188,186
160,189,187
161,190,188
162,191,189
162,191,189
162,191,189
162,191,189
161,190,188
161,190,188
160,189,187
160,188,187
159,188,188
159,187,188
159,187,188
158,186,187
159,187,188
159,187,188
159,187,188
159,188,188
160,188,187
160,189,187
160,189,187
160,189,188
160,188,188
161,188,189
162,188,189
162,188,188
162,187,187
163,186,185
165,186,184
168,187,185
174,190,187
180,193,189
170,193,192
168,192,192
167,193,192
167,194,193
167,196,193
168,196,193
167,196,192
166,194,190
165,192,189
165,192,190
166,192,191
166,192,191
166,192,191
167,193,192
167,193,192
167,193,192
166,192,191
166,192,191
166,192,191
167,193,192
167,193,192
166,192,191
165,191,190
164,190,189
163,190,189
162,191,189
162,191,189
161,190,188
161,190,188
161,190,188
161,190,188
162,191,189
163,192,190
164,193,191
162,191,189
160,189,187
158,187,185
159,188,186
161,190,188
162,191,189
162,191,189
162,191,189
161,190,188
161,190,188
160,189,187
159,188,186
159,188,186
158,187,185
158,187,185
159,188,186
160,189,187
160,189,187
161,190,188
162,191,189
162,191,189
162,191,189
162,191,189
161,190,188
160,189,187
160,189,187
159,188,187
160,188,188
160,188,188
159,187,188
159,187,188
160,188,189
160,188,189
160,189,189
161,189,189
161,189,188
161,190,188
160,189,187
160,189,188
161,189,189
162,189,190
163,189,190
163,189,189
163,187,188
163,186,186
165,186,185
169,188,186
175,190,188
180,193,190
168,192,191
166,192,191
166,193,192
167,194,192
167,195,192
167,195,191
167,193,190
166,192,190
166,192,190
165,191,190
165,191,190
164,190,189
164,190,189
165,191,190
165,191,190
166,192,191
166,192,191
166,192,191
166,192,191
166,192,191
167,193,192
166,192,191
165,191,190
164,191,189
163,191,189
162,191,189
162,191,189
162,191,189
162,191,189
162,191,189
162,191,189
163,192,190
163,192,190
162,191,189
161,190,188
160,189,187
161,190,188
162,191,189
163,192,190
164,193,191
163,192,190
162,191,189
162,191,189
161,190,188
160,189,187
160,189,187
160,189,187
160,189,187
161,190,188
161,190,188
162,191,189
163,192,190
163,192,190
163,192,190
163,192,190
162,191,189
161,190,188
160,189,187
159,188,186
158,187,186
159,187,187
159,187,188
160,188,189
160,188,189
160,188,189
160,188,189
161,189,190
161,190,190
161,190,189
161,190,188
160,189,188
161,189,188
162,190,190
163,190,191
164,190,191
164,189,190
164,188,188
164,187,186
166,187,186
171,189,188
176,192,190
168,191,190
166,191,190
166,192,190
166,193,191
166,193,190
167,193,190
167,193,190
167,193,190
166,192,190
165,191,190
164,190,189
163,189,188
162,188,187
163,189,188
164,190,189
166,192,191
167,193,192
166,192,191
166,192,191
166,192,191
167,193,192
167,193,192
166,192,191
164,191,190
164,192,190
163,192,190
163,192,190
163,192,190
163,192,190
162,191,189
162,191,189
162,191,189
163,192,190
162,191,189
162,191,189
162,191,189
162,191,189
163,192,190
163,192,190
164,193,191
163,192,190
162,191,189
161,190,188
161,190,188
161,190,188
161,190,188
161,190,188
162,191,189
163,192,190
163,192,190
163,192,190
163,192,190
164,193,191
164,193,191
163,192,190
162,191,189
161,190,188
160,189,187
159,188,186
159,188,187
159,188,188
160,188,189
160,188,189
160,188,189
159,187,188
160,188,189
160,188,189
160,189,189
160,189,188
160,189,187
160,189,187
160,189,188
161,189,189
162,189,190
163,189,190
163,189,189
163,188,188
164,187,187
168,188,187
173,191,189
167,191,190
166,191,190
166,191,189
165,191,188
165,191,189
166,192,189
167,193,190
166,192,190
165,191,189
163,189,188
163,189,188
162,188,187
162,188,187
164,190,189
166,192,191
167,193,192
167,193,192
166,192,191
166,192,191
167,193,192
168,194,193
167,193,192
165,192,191
164,192,191
163,192,190
163,192,190
163,192,190
163,192,190
163,192,190
162,191,189
162,191,189
162,191,189
162,191,189
163,192,190
163,192,190
163,192,190
163,192,190
163,192,190
163,192,190
162,191,189
161,190,188
160,189,187
160,189,187
161,190,188
161,190,188
162,191,189
163,192,190
164,193,191
164,193,191
164,193,191
164,193,191
164,193,191
164,193,191
164,193,191
163,192,190
162,191,189
161,190,188
161,190,188
161,190,189
161,189,189
161,189,190
160,188,189
159,187,188
159,187,188
159,187,188
159,187,188
159,187,187
159,187,186
159,188,186
159,187,186
159,187,186
159,187,187
159,186,187
159,186,187
160,186,187
162,186,186
164,187,187
168,189,188
170,192,190
168,192,190
166,191,189
164,190,187
164,190,187
165,191,188
166,192,189
165,191,190
165,191,189
164,190,189
164,190,189
163,189,188
163,189,188
165,191,190
167,193,192
167,193,192
167,193,192
167,193,192
166,192,191
167,193,192
167,193,192
167,193,192
166,192,191
164,192,190
163,192,190
162,191,189
163,192,190
163,192,190
163,192,190
163,192,190
162,191,189
162,191,189
162,191,189
163,192,190
164,193,191
164,193,191
163,192,190
163,192,190
163,192,190
161,190,188
160,189,187
160,189,187
161,190,188
161,190,188
162,191,189
163,192,190
164,193,191
164,193,191
164,193,191
164,193,191
164,193,191
164,193,191
164,193,191
164,193,191
163,192,190
163,192,190
162,191,189
162,191,189
162,191,190
162,190,190
161,189,190
160,188,189
159,187,188
159,187,188
159,187,188
159,187,187
158,187,187
158,187,186
158,187,185
158,187,185
158,186,185
157,185,185
156,183,184
156,183,184
158,183,184
160,184,185
164,186,186
173,193,192
170,193,191
167,191,189
165,190,187
164,189,186
164,190,187
164,190,188
164,190,189
164,190,189
165,191,190
165,191,190
165,191,190
165,191,190
165,191,190
167,193,192
167,193,192
167,193,192
167,193,192
167,193,192
167,193,192
167,193,192
166,193,192
165,192,191
163,191,190
162,191,189
161,190,188
161,190,188
162,191,189
163,192,190
163,192,190
163,192,190
162,191,189
163,192,190
163,192,190
163,192,190
163,192,190
163,192,190
162,191,189
162,191,189
161,190,188
159,188,186
160,189,187
161,190,188
162,191,189
162,191,189
163,192,190
163,192,190
163,192,190
163,192,190
164,193,191
164,193,191
164,193,191
163,192,190
162,191,189
162,191,189
161,190,188
161,190,188
161,190,189
161,190,189
161,189,189
160,188,189
160,188,189
160,188,189
160,188,189
160,188,189
159,187,188
159,187,187
159,187,186
158,187,185
157,186,184
156,185,184
156,184,184
155,182,183
155,181,182
156,182,182
159,183,184
171,193,191
168,191,189
165,190,187
164,189,186
164,189,187
164,190,188
164,190,189
164,190,189
165,191,190
165,191,190
165,191,190
165,191,190
166,192,191
167,193,192
167,193,192
167,193,192
167,193,192
167,193,192
167,193,192
167,193,192
166,192,191
164,191,190
162,190,189
161,190,188
160,189,187
161,190,188
162,191,189
162,191,189
162,191,189
163,192,190
163,192,190
163,192,190
162,191,189
162,191,189
162,191,189
162,191,189
161,190,188
160,189,187
160,189,187
159,188,186
160,189,187
162,191,189
162,191,189
162,191,189
162,191,189
162,191,189
162,191,189
162,191,189
162,191,189
163,192,190
163,192,190
163,192,190
161,190,188
160,189,187
159,188,186
159,188,186
159,188,187
160,188,187
159,188,188
159,187,188
159,187,188
160,188,189
161,189,190
161,189,190
160,188,189
159,187,187
159,188,187
159,188,186
157,186,184
156,184,183
155,183,184
155,183,184
156,182,183
157,182,183
168,190,188
165,189,186
164,189,187
164,190,188
165,191,189
165,191,190
165,191,190
165,191,190
165,191,190
165,191,190
165,191,190
166,192,191
167,193,192
167,193,192
167,193,192
167,193,192
167,193,192
167,193,192
167,193,192
166,193,192
165,192,190
162,190,189
161,190,188
161,190,188
162,191,189
162,191,189
163,192,190
162,191,189
162,191,189
163,192,190
163,192,190
162,191,189
161,190,188
161,190,188
161,190,188
160,189,187
159,188,186
159,188,186
159,188,186
161,190,188
162,191,189
163,192,190
162,191,189
161,190,188
160,189,187
160,189,187
160,189,187
161,190,188
162,191,189
163,192,190
163,192,190
161,190,188
159,188,186
158,187,185
158,187,185
158,187,185
159,187,186
159,187,187
159,187,187
159,187,188
160,188,189
161,189,190
160,188,189
159,187,188
159,187,187
159,188,187
159,188,186
158,187,185
157,185,184
156,185,185
157,185,185
158,184,185
165,188,186
164,189,187
165,190,188
165,191,190
166,192,191
165,191,190
165,191,190
165,191,190
165,191,190
166,192,191
166,192,191
166,192,191
166,192,191
166,192,191
166,192,191
166,192,191
167,193,192
167,193,192
167,193,192
165,192,191
163,191,189
162,191,189
162,191,189
163,192,190
164,193,191
164,193,191
163,192,190
162,191,189
163,192,190
163,192,190
162,191,189
160,189,187
160,189,187
160,189,187
159,188,186
159,188,186
159,188,186
160,189,187
161,190,188
163,192,190
162,191,189
161,190,188
159,188,186
158,187,185
158,187,185
158,187,185
158,187,185
160,189,187
162,191,189
162,191,189
161,190,188
160,189,187
159,188,186
159,188,186
159,188,186
159,188,187
159,187,187
159,187,188
159,187,188
160,188,189
160,188,189
160,188,189
158,186,187
158,186,186
158,187,186
160,189,187
160,189,187
159,188,187
159,187,187
159,186,187
159,186,187
166,189,187
165,189,187
165,190,189
166,191,190
166,191,190
165,191,190
165,191,190
166,192,191
166,192,191
166,192,191
166,192,191
165,191,190
165,191,190
165,191,190
165,191,190
165,191,190
166,192,191
166,192,191
166,193,192
166,192,191
164,192,190
163,191,190
163,192,190
163,192,190
164,193,191
164,193,191
163,192,190
163,192,190
163,192,190
162,191,189
161,190,188
160,189,187
159,188,186
159,188,186
159,188,186
160,189,187
161,190,188
161,190,188
162,191,189
162,191,189
162,191,189
160,189,187
159,188,186
157,186,184
